ID,Gender,Age,Customer Type,Type of Travel,Class,Flight Distance,Departure Delay,Arrival Delay,Departure and Arrival Time Convenience,Ease of Online Booking,Check-in Service,Online Boarding,Gate Location,On-board Service,Seat Comfort,Leg Room Service,Cleanliness,Food and Drink,In-flight Service,In-flight Wifi Service,In-flight Entertainment,Baggage Handling,Satisfaction
34722,Male,18,Returning,Business,Business,209,0,0.0,5,5,4,4,5,2,3,3,4,4,1,5,4,4,Satisfied
83070,Female,10,Returning,Business,Economy,983,0,8.0,5,5,1,4,5,2,2,5,4,4,4,4,4,4,Neutral or Dissatisfied
14766,Male,29,Returning,Personal,Economy,463,0,0.0,4,2,3,2,5,4,2,5,2,2,5,2,2,4,Neutral or Dissatisfied
67797,Male,57,First-time,Business,Economy,1464,2,14.0,4,4,4,4,4,4,3,4,3,3,4,4,3,3,Neutral or Dissatisfied
329,Male,47,Returning,Business,Business,3954,9,0.0,3,3,2,3,3,1,3,1,3,1,1,1,1,1,Neutral or Dissatisfied
33280,Female,42,Returning,Personal,Economy Plus,163,0,2.0,3,1,4,4,4,2,4,1,4,3,2,1,2,2,Neutral or Dissatisfied
101838,Female,16,Returning,Personal,Economy,1521,0,0.0,5,3,4,3,4,1,2,1,2,2,5,3,2,5,Neutral or Dissatisfied
82855,Female,49,Returning,Business,Economy,594,0,0.0,2,2,1,4,2,2,4,2,4,5,2,2,2,2,Neutral or Dissatisfied
121819,Female,33,Returning,Business,Business,366,23,18.0,3,3,3,4,3,2,5,2,3,5,2,3,2,2,Satisfied
5402,Female,58,Returning,Personal,Economy,812,0,0.0,2,4,2,4,4,1,3,4,2,5,1,4,1,1,Neutral or Dissatisfied
120648,Male,37,Returning,Business,Business,3831,0,0.0,4,4,3,5,4,4,5,4,3,4,4,4,4,4,Satisfied
40607,Male,49,Returning,Personal,Economy,391,1,0.0,5,2,4,2,3,3,2,3,5,5,5,4,5,4,Neutral or Dissatisfied
110322,Male,50,Returning,Business,Business,2851,5,0.0,1,1,4,4,1,5,4,5,3,3,5,1,5,5,Satisfied
4271,Male,25,First-time,Business,Business,502,0,0.0,4,3,5,3,1,5,5,4,5,5,5,3,5,4,Neutral or Dissatisfied
116403,Female,11,Returning,Personal,Economy,447,36,34.0,5,2,5,2,3,5,1,2,1,1,5,2,1,5,Neutral or Dissatisfied
53714,Female,29,Returning,Personal,Economy,1208,7,3.0,1,2,4,2,2,4,2,1,2,2,2,2,2,2,Neutral or Dissatisfied
46363,Female,36,Returning,Business,Business,2675,1,0.0,1,1,1,1,1,3,4,3,4,3,3,1,3,3,Satisfied
34590,Female,12,First-time,Business,Economy,1333,0,0.0,3,3,5,3,4,1,1,4,1,1,5,3,1,3,Neutral or Dissatisfied
53680,Male,35,Returning,Business,Economy,1190,0,0.0,1,1,4,5,1,3,5,5,5,5,3,5,5,5,Satisfied
46592,Male,57,Returning,Business,Business,141,0,0.0,5,0,4,3,1,5,5,5,5,3,5,0,5,5,Satisfied
120992,Female,30,First-time,Business,Economy,861,2,15.0,4,4,3,4,3,2,5,1,5,5,3,4,5,3,Neutral or Dissatisfied
76357,Female,32,Returning,Personal,Economy,1851,1,0.0,1,3,4,3,2,4,4,5,4,4,2,3,4,3,Neutral or Dissatisfied
107770,Female,33,Returning,Business,Business,2853,0,0.0,1,1,3,4,1,4,4,4,3,5,4,1,4,4,Satisfied
51022,Female,30,Returning,Personal,Economy,337,21,10.0,4,2,5,2,3,4,1,2,1,1,4,2,1,5,Neutral or Dissatisfied
41378,Male,9,Returning,Business,Business,2681,0,,3,4,3,3,4,3,2,5,2,2,4,2,2,3,Neutral or Dissatisfied
67737,Male,46,Returning,Business,Economy,1171,0,21.0,4,4,4,3,4,4,3,2,3,3,4,3,3,4,Neutral or Dissatisfied
50682,Male,54,Returning,Personal,Economy,109,0,0.0,3,4,3,4,2,2,2,3,2,2,3,4,2,3,Neutral or Dissatisfied
73814,Male,36,Returning,Personal,Economy Plus,204,0,0.0,5,2,5,2,1,2,4,2,4,4,4,2,4,4,Neutral or Dissatisfied
29597,Male,25,Returning,Business,Business,1448,0,0.0,4,4,1,4,4,3,4,3,4,4,4,4,4,5,Satisfied
19967,Male,41,Returning,Business,Business,557,30,24.0,2,2,2,3,2,4,2,4,4,3,4,2,4,4,Satisfied
1842,Male,57,Returning,Personal,Economy,408,3,0.0,4,2,5,2,3,4,5,5,4,4,5,2,4,5,Neutral or Dissatisfied
22532,Female,29,Returning,Personal,Economy Plus,143,0,0.0,5,2,4,2,5,2,2,3,2,2,2,2,2,2,Neutral or Dissatisfied
96950,Female,25,First-time,Business,Business,883,46,34.0,4,3,4,3,3,5,4,5,4,4,5,3,4,4,Neutral or Dissatisfied
13685,Male,33,Returning,Personal,Economy,954,99,74.0,4,2,3,2,1,3,1,5,1,1,4,2,1,5,Neutral or Dissatisfied
102931,Female,64,Returning,Personal,Economy,317,0,0.0,4,4,1,3,4,5,4,4,4,5,5,4,5,5,Neutral or Dissatisfied
19527,Male,39,Returning,Business,Business,173,5,4.0,2,2,3,3,2,3,3,2,2,2,3,3,3,3,Neutral or Dissatisfied
65963,Female,59,Returning,Business,Business,1372,18,0.0,2,2,3,4,2,4,4,4,4,4,4,2,4,4,Satisfied
25089,Female,48,Returning,Business,Economy,149,0,4.0,2,2,3,2,2,4,3,4,1,4,4,4,4,4,Satisfied
42785,Male,50,Returning,Business,Economy,1118,0,25.0,1,1,3,3,1,1,3,3,3,3,3,3,3,2,Neutral or Dissatisfied
7188,Female,47,Returning,Business,Business,1643,0,0.0,4,3,4,3,4,3,3,3,2,4,3,2,3,2,Neutral or Dissatisfied
58849,Female,17,Returning,Personal,Economy,783,11,0.0,4,4,5,4,4,4,5,3,5,5,4,4,5,4,Satisfied
113550,Male,42,Returning,Business,Business,197,9,7.0,3,3,2,2,3,3,3,3,3,3,3,3,3,3,Neutral or Dissatisfied
108806,Female,9,Returning,Personal,Economy,406,2,0.0,4,2,2,2,3,1,1,2,1,1,4,2,1,3,Neutral or Dissatisfied
53012,Female,30,Returning,Business,Business,2020,0,24.0,1,1,3,5,1,3,5,5,5,5,5,1,5,2,Satisfied
42863,Male,57,Returning,Business,Business,2252,0,0.0,1,1,3,5,1,3,4,4,4,4,3,1,3,3,Satisfied
60123,Male,41,Returning,Business,Business,1182,0,0.0,5,5,3,5,5,5,4,5,3,4,5,5,5,5,Satisfied
17736,Female,36,Returning,Business,Business,2550,5,13.0,3,3,3,4,3,5,5,5,5,4,5,3,5,5,Satisfied
76270,Male,10,First-time,Business,Business,1927,0,0.0,0,5,4,0,5,4,2,2,2,2,5,5,2,4,Satisfied
37572,Female,23,First-time,Business,Economy,676,81,91.0,4,4,4,4,4,3,5,5,5,5,4,4,5,3,Neutral or Dissatisfied
60837,Male,34,First-time,Business,Business,1754,0,0.0,3,3,4,3,2,5,1,4,1,1,4,3,1,4,Neutral or Dissatisfied
76309,Male,54,Returning,Business,Business,2182,0,0.0,1,2,3,2,1,2,4,2,2,3,2,2,2,2,Neutral or Dissatisfied
88988,Male,40,Returning,Personal,Economy,1199,0,8.0,1,1,1,1,1,3,1,3,1,1,1,1,1,2,Neutral or Dissatisfied
110246,Female,22,Returning,Personal,Economy,1147,0,0.0,1,0,2,0,3,2,3,1,3,3,3,0,3,2,Satisfied
42704,Female,26,Returning,Personal,Economy,604,426,427.0,5,2,5,2,5,5,5,4,5,2,4,2,3,5,Neutral or Dissatisfied
31540,Female,15,Returning,Personal,Economy,862,0,0.0,4,3,5,3,5,4,2,1,2,2,2,3,2,5,Neutral or Dissatisfied
19555,Male,33,First-time,Business,Economy,108,8,13.0,2,0,4,0,3,1,1,3,1,1,3,1,1,3,Neutral or Dissatisfied
96254,Female,23,Returning,Personal,Economy,687,0,0.0,4,5,5,5,3,5,1,4,1,1,5,5,1,4,Satisfied
51801,Female,21,Returning,Personal,Economy,451,0,0.0,4,4,3,4,1,3,3,5,3,3,3,4,3,1,Satisfied
122969,Female,53,Returning,Business,Business,468,0,0.0,4,4,4,5,4,5,5,5,4,5,5,4,5,5,Satisfied
76199,Female,26,First-time,Business,Economy,2422,0,0.0,1,1,3,1,4,4,3,5,3,3,4,1,3,3,Neutral or Dissatisfied
111133,Male,39,Returning,Business,Business,1180,58,40.0,5,2,3,5,5,5,5,5,3,3,5,5,5,5,Satisfied
90001,Female,43,Returning,Business,Business,2399,0,0.0,3,3,4,5,3,4,5,4,4,2,4,3,4,4,Satisfied
20455,Male,27,Returning,Business,Business,84,0,0.0,5,5,1,5,5,5,4,1,5,5,3,5,5,1,Satisfied
114026,Female,25,First-time,Business,Economy Plus,1750,6,3.0,3,2,3,2,3,1,2,3,2,2,4,2,2,2,Neutral or Dissatisfied
111126,Male,22,Returning,Business,Business,1173,28,24.0,1,1,5,5,1,3,5,4,5,5,5,1,5,4,Satisfied
22951,Male,32,Returning,Business,Business,817,0,0.0,5,5,4,5,5,4,5,4,5,5,4,5,5,1,Satisfied
95109,Male,68,Returning,Personal,Economy,239,4,0.0,4,3,5,3,1,4,5,4,5,5,5,3,5,4,Neutral or Dissatisfied
4644,Female,51,Returning,Business,Business,2740,51,34.0,1,1,3,5,1,3,4,3,5,5,3,1,3,3,Satisfied
18251,Female,52,Returning,Personal,Economy,179,0,8.0,2,0,3,4,4,1,4,0,2,3,1,4,1,1,Neutral or Dissatisfied
114824,Male,57,Returning,Business,Business,372,47,50.0,2,5,5,5,2,5,4,4,5,2,5,2,5,5,Satisfied
45617,Male,44,First-time,Business,Economy,391,13,2.0,0,2,3,2,4,4,3,3,3,3,4,2,3,3,Neutral or Dissatisfied
89006,Female,43,Returning,Business,Business,1947,1,12.0,2,2,1,3,2,2,4,2,3,5,2,2,2,2,Neutral or Dissatisfied
82965,Male,51,Returning,Business,Business,3131,53,66.0,4,4,3,5,4,5,5,5,5,5,5,4,5,5,Satisfied
2133,Male,35,First-time,Business,Economy,404,38,29.0,1,2,1,2,3,1,1,5,1,1,4,2,1,3,Neutral or Dissatisfied
106522,Male,39,Returning,Personal,Economy,271,24,22.0,3,1,4,1,4,4,3,2,3,3,4,3,3,3,Neutral or Dissatisfied
37943,Male,31,First-time,Business,Business,1065,0,0.0,3,3,1,3,3,3,5,3,5,5,3,3,5,3,Neutral or Dissatisfied
114592,Female,74,Returning,Business,Business,390,14,15.0,4,4,5,4,4,5,5,5,3,2,5,4,5,5,Satisfied
118813,Female,52,Returning,Business,Business,651,0,1.0,3,3,3,5,3,3,5,2,3,3,3,3,3,3,Satisfied
56404,Female,35,First-time,Business,Business,719,1,7.0,2,2,3,2,4,3,1,2,1,1,5,2,1,4,Neutral or Dissatisfied
68043,Female,51,Returning,Business,Business,3897,0,0.0,2,3,3,4,2,5,5,5,3,5,5,2,5,5,Satisfied
96198,Female,26,First-time,Business,Economy,666,43,81.0,4,4,1,4,3,4,3,5,3,3,3,3,3,3,Neutral or Dissatisfied
47045,Male,26,First-time,Business,Economy,639,70,53.0,3,3,2,3,4,1,5,3,5,5,1,3,5,2,Neutral or Dissatisfied
29569,Male,26,Returning,Business,Economy,1448,0,0.0,4,4,5,4,4,2,3,1,4,4,5,4,4,5,Satisfied
62000,Female,55,First-time,Business,Economy,712,0,0.0,3,3,4,3,2,3,2,5,2,2,2,3,2,3,Neutral or Dissatisfied
57114,Male,29,First-time,Business,Economy,1222,3,0.0,3,3,3,3,3,1,1,1,3,3,3,3,3,4,Neutral or Dissatisfied
60301,Male,50,Returning,Business,Business,2436,0,0.0,4,4,1,4,4,4,4,4,4,1,4,4,4,4,Neutral or Dissatisfied
20891,Female,39,Returning,Business,Economy Plus,457,0,0.0,5,5,3,5,5,2,5,2,5,5,2,5,5,2,Satisfied
37487,Female,47,Returning,Business,Business,2229,7,8.0,5,5,4,3,5,2,3,3,1,1,2,2,2,2,Neutral or Dissatisfied
31618,Male,24,First-time,Business,Business,862,0,16.0,3,1,4,1,2,3,5,2,5,5,2,1,5,2,Neutral or Dissatisfied
46231,Male,18,First-time,Business,Economy,679,12,14.0,2,2,3,2,2,3,2,4,2,2,5,2,2,2,Neutral or Dissatisfied
74835,Female,11,Returning,Business,Economy,1797,0,0.0,1,1,4,2,1,2,2,5,2,2,4,2,2,4,Neutral or Dissatisfied
2514,Female,50,Returning,Business,Business,2180,8,10.0,4,3,3,5,4,4,4,4,5,4,4,4,4,4,Satisfied
17290,Female,25,Returning,Business,Business,403,2,4.0,3,5,2,4,3,3,4,5,4,4,4,3,4,4,Satisfied
15466,Male,54,Returning,Personal,Economy,377,108,120.0,5,5,4,5,2,3,2,2,2,2,4,5,2,5,Satisfied
110889,Female,15,First-time,Business,Economy,545,40,35.0,2,2,1,2,4,4,3,5,3,3,3,2,3,4,Neutral or Dissatisfied
17110,Male,34,Returning,Personal,Economy,416,0,0.0,1,4,2,4,3,4,3,2,3,3,3,4,3,3,Neutral or Dissatisfied
49743,Female,36,Returning,Business,Economy,373,0,7.0,3,3,1,5,3,5,5,5,5,5,3,5,5,5,Satisfied
8767,Female,32,First-time,Business,Business,522,6,18.0,3,3,3,3,1,3,3,5,3,3,4,3,3,4,Neutral or Dissatisfied
31760,Female,12,Returning,Business,Business,2036,0,1.0,3,3,3,4,3,5,4,4,4,4,2,3,4,2,Satisfied
105354,Male,45,Returning,Personal,Economy,528,6,3.0,1,1,1,1,1,1,2,5,2,2,2,1,2,1,Neutral or Dissatisfied
59443,Male,46,Returning,Personal,Economy,606,0,0.0,4,4,3,4,5,5,3,3,3,3,5,4,3,5,Neutral or Dissatisfied
74462,Male,36,First-time,Business,Business,1438,12,10.0,3,3,4,3,4,5,1,3,1,1,5,2,1,4,Neutral or Dissatisfied
23029,Female,30,Returning,Business,Economy,927,0,0.0,1,3,2,5,3,5,4,5,4,4,3,4,4,2,Satisfied
108687,Male,21,First-time,Business,Economy,577,6,0.0,5,3,4,3,2,4,3,3,3,3,4,3,3,5,Neutral or Dissatisfied
35162,Male,38,Returning,Business,Economy,1074,0,0.0,4,3,2,2,4,2,2,1,2,2,2,2,2,4,Satisfied
38554,Female,40,Returning,Personal,Economy,2446,42,7.0,5,4,3,4,1,3,2,2,5,5,5,4,5,3,Neutral or Dissatisfied
29947,Female,50,Returning,Business,Business,95,0,,5,5,1,3,5,2,2,2,3,3,2,1,2,1,Neutral or Dissatisfied
37167,Male,55,Returning,Personal,Economy,1129,11,7.0,4,4,5,4,5,4,3,2,3,3,5,4,3,5,Neutral or Dissatisfied
124666,Male,22,First-time,Business,Economy,399,0,0.0,0,3,4,3,1,5,3,5,5,5,5,3,5,4,Neutral or Dissatisfied
101258,Female,40,Returning,Business,Business,2176,43,31.0,1,2,3,3,1,4,5,4,3,4,4,1,4,4,Satisfied
58662,Female,16,Returning,Personal,Economy,867,17,0.0,4,4,5,4,1,4,1,5,2,2,5,4,2,5,Satisfied
12582,Male,60,Returning,Business,Business,1723,0,0.0,1,1,3,2,1,5,4,5,1,1,5,1,5,5,Satisfied
74469,Female,53,Returning,Business,Business,2772,0,0.0,2,2,3,4,2,3,5,3,5,4,3,2,3,3,Satisfied
35793,Male,26,Returning,Personal,Economy,200,0,0.0,2,2,1,2,3,2,2,2,2,2,3,2,2,3,Neutral or Dissatisfied
72401,Female,46,Returning,Business,Business,1857,2,0.0,1,1,3,5,1,4,4,4,5,2,4,1,4,4,Satisfied
57244,Female,29,Returning,Business,Business,2966,0,0.0,5,3,4,5,5,4,5,5,5,5,5,5,5,4,Satisfied
96510,Male,61,Returning,Personal,Economy,436,28,29.0,5,3,3,3,5,4,5,3,5,5,5,3,5,5,Neutral or Dissatisfied
122709,Female,20,Returning,Personal,Economy,813,2,2.0,0,2,5,2,2,4,4,2,4,4,4,2,4,5,Neutral or Dissatisfied
87708,Male,28,Returning,Personal,Economy,591,65,47.0,3,2,2,2,4,1,5,3,5,5,3,2,5,3,Neutral or Dissatisfied
55264,Male,30,Returning,Business,Business,2007,42,20.0,5,5,2,1,5,1,2,1,2,2,3,2,2,2,Neutral or Dissatisfied
3096,Male,47,Returning,Personal,Economy,678,0,0.0,4,1,4,1,3,5,3,3,3,3,4,2,3,4,Neutral or Dissatisfied
41658,Male,34,Returning,Business,Business,3350,0,0.0,0,0,2,3,3,4,2,4,5,1,4,0,4,4,Satisfied
78752,Male,54,Returning,Business,Business,554,0,0.0,5,5,4,4,5,4,5,4,5,2,4,5,4,4,Satisfied
26148,Male,53,Returning,Business,Business,404,19,33.0,5,5,1,5,5,3,2,3,5,3,3,5,3,3,Satisfied
31769,Male,39,Returning,Business,Business,3395,65,60.0,3,4,1,3,3,3,4,3,3,2,3,1,3,1,Neutral or Dissatisfied
21248,Male,59,Returning,Business,Economy Plus,153,0,0.0,4,4,1,5,4,3,5,3,5,5,4,5,5,1,Satisfied
61779,Female,26,Returning,Personal,Economy,1346,0,0.0,5,3,5,3,1,4,2,2,2,2,4,3,2,3,Neutral or Dissatisfied
6092,Male,24,First-time,Business,Economy,630,0,0.0,0,4,4,4,4,4,5,1,5,5,5,4,5,3,Satisfied
10659,Male,55,Returning,Business,Economy,667,25,27.0,1,1,4,1,1,4,1,1,1,1,3,1,1,3,Neutral or Dissatisfied
108934,Male,33,Returning,Personal,Economy,1183,0,0.0,5,1,4,1,3,4,4,4,4,4,4,2,4,3,Neutral or Dissatisfied
53439,Female,27,Returning,Business,Business,2419,0,0.0,3,2,5,5,2,5,5,3,5,5,1,2,3,3,Satisfied
2041,Female,48,Returning,Business,Business,3175,0,5.0,5,2,4,5,2,4,4,5,3,4,4,2,4,4,Satisfied
121525,Female,39,First-time,Business,Business,912,3,19.0,4,4,4,4,4,4,1,3,4,4,5,4,4,5,Neutral or Dissatisfied
59203,Female,39,Returning,Business,Business,1440,0,0.0,5,5,4,5,5,5,5,5,5,5,5,5,5,5,Satisfied
80058,Male,63,Returning,Personal,Economy,1069,0,3.0,4,3,2,3,2,3,5,5,5,5,5,3,5,2,Neutral or Dissatisfied
74943,Female,22,First-time,Business,Economy,1477,0,0.0,2,2,4,2,3,4,5,4,5,5,3,2,5,2,Neutral or Dissatisfied
27984,Female,20,Returning,Personal,Economy,2350,0,0.0,4,2,2,2,4,1,5,3,5,5,4,2,5,4,Neutral or Dissatisfied
69034,Male,26,First-time,Business,Business,1389,13,0.0,4,4,3,4,1,5,4,2,4,4,4,4,4,5,Satisfied
8668,Male,22,First-time,Business,Economy,304,0,0.0,2,1,2,1,2,3,1,5,1,1,2,1,1,3,Neutral or Dissatisfied
2503,Male,45,Returning,Business,Business,227,0,0.0,1,1,2,3,1,2,4,2,3,5,2,2,2,2,Neutral or Dissatisfied
46252,Female,62,Returning,Business,Economy,194,3,7.0,3,3,4,2,3,3,1,3,1,3,3,3,3,3,Neutral or Dissatisfied
27873,Female,61,Returning,Business,Economy Plus,1448,21,0.0,3,3,3,3,3,5,1,5,2,3,5,5,5,5,Satisfied
72523,Male,39,Returning,Business,Business,3944,0,0.0,1,4,4,5,1,4,4,4,3,4,4,1,4,4,Satisfied
74940,Female,34,First-time,Business,Economy,1405,1,0.0,2,2,4,2,4,3,2,3,5,5,4,2,5,2,Neutral or Dissatisfied
73513,Male,14,Returning,Personal,Economy Plus,1197,1,4.0,4,2,3,2,1,3,2,4,2,2,5,2,2,4,Neutral or Dissatisfied
45363,Female,37,Returning,Personal,Economy,150,49,109.0,4,1,3,1,3,4,4,2,4,4,4,1,4,4,Neutral or Dissatisfied
33621,Male,46,Returning,Business,Business,1901,22,25.0,5,5,3,1,5,5,4,5,5,1,5,5,5,5,Satisfied
9275,Female,51,Returning,Business,Business,2846,11,0.0,1,1,4,4,1,2,4,3,5,3,2,1,2,2,Satisfied
90270,Female,27,Returning,Business,Business,2470,28,17.0,5,1,4,4,5,5,4,2,4,4,5,5,4,4,Satisfied
44205,Female,43,Returning,Personal,Economy,157,160,175.0,5,2,1,1,3,3,1,4,1,2,3,2,3,4,Neutral or Dissatisfied
30377,Male,42,Returning,Business,Economy,641,40,34.0,5,3,4,2,5,3,2,3,2,2,4,2,2,4,Neutral or Dissatisfied
4578,Female,48,Returning,Business,Business,3778,45,139.0,4,4,5,5,4,5,5,5,5,5,4,4,3,4,Satisfied
117620,Female,18,Returning,Business,Business,3869,28,9.0,5,5,2,3,5,1,3,3,3,3,3,3,3,3,Neutral or Dissatisfied
2832,Female,54,Returning,Business,Business,1661,0,9.0,3,3,5,5,3,5,5,5,3,4,5,3,5,5,Satisfied
9995,Female,55,Returning,Personal,Economy,508,0,3.0,4,1,5,5,3,4,4,1,5,5,4,1,4,5,Neutral or Dissatisfied
60509,Female,36,Returning,Personal,Economy,862,0,2.0,4,2,4,2,5,4,4,4,4,4,5,2,4,4,Neutral or Dissatisfied
10400,Female,49,Returning,Business,Business,312,0,0.0,1,1,3,5,1,4,4,4,4,5,4,1,4,4,Satisfied
85210,Male,28,First-time,Business,Economy,731,1,0.0,2,2,2,2,3,3,4,1,4,4,4,2,4,4,Neutral or Dissatisfied
26356,Male,20,First-time,Business,Economy,894,40,38.0,0,0,1,0,5,4,2,5,2,2,3,0,2,1,Satisfied
95973,Male,44,Returning,Business,Business,583,0,0.0,5,5,5,4,5,4,5,4,3,5,4,5,4,4,Satisfied
34465,Female,52,Returning,Business,Economy,266,0,0.0,2,5,2,1,5,4,1,4,4,4,4,4,4,4,Satisfied
12712,Female,29,Returning,Business,Business,1875,0,0.0,4,4,1,4,4,4,4,2,4,4,1,4,4,3,Satisfied
127056,Male,23,Returning,Business,Business,3756,2,0.0,1,1,5,3,1,3,3,4,3,3,4,1,3,5,Satisfied
113691,Female,13,Returning,Personal,Economy,236,0,0.0,1,1,2,1,2,4,4,1,4,4,3,1,4,3,Neutral or Dissatisfied
21164,Female,38,First-time,Business,Economy Plus,954,0,0.0,2,2,3,2,4,1,4,3,4,4,4,3,4,4,Neutral or Dissatisfied
70210,Female,54,Returning,Personal,Economy,258,7,0.0,4,0,1,2,3,5,2,0,2,5,5,2,5,5,Neutral or Dissatisfied
70427,Female,39,Returning,Business,Business,187,0,0.0,1,1,3,4,1,3,4,4,3,2,3,1,3,4,Satisfied
78397,Female,29,First-time,Business,Business,726,0,0.0,3,3,4,3,3,5,2,2,2,2,5,3,2,5,Neutral or Dissatisfied
7503,Female,22,Returning,Personal,Economy Plus,925,45,37.0,3,2,2,2,3,3,5,5,5,5,1,3,5,1,Neutral or Dissatisfied
115300,Female,47,Returning,Business,Business,333,0,0.0,5,3,5,4,5,4,4,4,5,3,4,5,4,4,Satisfied
55065,Male,23,Returning,Business,Business,1504,52,29.0,4,4,3,2,4,4,2,5,2,2,4,2,2,4,Neutral or Dissatisfied
60930,Male,49,Returning,Business,Business,888,14,8.0,4,4,3,4,4,5,5,5,5,2,5,4,5,5,Satisfied
21665,Male,30,First-time,Business,Economy,746,0,0.0,2,2,3,2,5,2,1,2,1,1,5,2,1,5,Neutral or Dissatisfied
48039,Female,61,Returning,Business,Economy,677,108,101.0,4,4,5,1,4,5,5,5,4,2,5,5,5,5,Satisfied
100732,Female,20,Returning,Business,Business,2191,102,92.0,5,5,2,1,5,4,1,5,1,1,4,1,1,3,Neutral or Dissatisfied
92002,Male,51,Returning,Business,Business,1532,0,0.0,5,5,5,5,5,4,5,5,4,4,4,5,4,4,Satisfied
26841,Male,57,Returning,Business,Business,3490,0,0.0,4,4,3,1,4,4,1,4,2,4,4,4,4,4,Satisfied
95257,Male,22,Returning,Personal,Economy,148,7,0.0,1,2,2,2,3,1,1,5,1,1,3,2,1,3,Neutral or Dissatisfied
59997,Female,24,Returning,Personal,Economy,997,72,56.0,5,1,5,1,1,4,1,4,2,2,4,1,2,4,Neutral or Dissatisfied
91905,Female,31,Returning,Business,Business,2475,0,10.0,5,5,3,4,5,4,4,3,4,4,5,5,4,5,Satisfied
104110,Male,32,Returning,Personal,Economy,297,7,0.0,4,3,5,3,2,3,3,5,3,3,4,3,3,4,Neutral or Dissatisfied
48953,Female,22,First-time,Business,Economy,89,0,1.0,0,2,1,2,2,4,3,2,3,3,1,2,3,1,Neutral or Dissatisfied
40093,Male,37,Returning,Business,Economy,200,0,0.0,4,4,4,5,4,2,5,1,5,5,3,5,5,1,Satisfied
20218,Male,35,Returning,Business,Business,179,0,0.0,1,1,2,1,1,4,5,4,3,1,4,1,4,5,Satisfied
23283,Male,31,Returning,Business,Business,1743,1,0.0,1,1,2,5,1,5,5,1,5,5,5,1,5,3,Satisfied
49025,Female,33,Returning,Business,Business,86,23,27.0,4,4,1,3,4,4,5,4,4,5,4,4,4,4,Satisfied
97208,Female,35,First-time,Business,Business,1357,17,25.0,4,4,4,4,3,4,4,3,4,4,5,4,4,4,Neutral or Dissatisfied
129169,Male,56,Returning,Personal,Economy,679,0,0.0,2,0,4,0,3,3,2,4,2,2,4,1,2,3,Neutral or Dissatisfied
8761,Male,45,Returning,Personal,Economy,1147,19,0.0,5,1,4,1,3,4,2,3,2,2,4,1,2,4,Neutral or Dissatisfied
60719,Female,22,First-time,Business,Economy,225,12,0.0,2,5,2,5,3,1,5,5,5,5,3,5,5,2,Satisfied
89579,Male,22,First-time,Business,Business,1010,8,0.0,1,4,4,4,1,3,2,5,2,2,4,4,2,5,Satisfied
10844,Male,39,Returning,Business,Business,3927,0,0.0,5,5,3,4,5,1,3,1,1,3,1,1,1,1,Neutral or Dissatisfied
91839,Male,59,Returning,Personal,Economy Plus,626,0,0.0,5,3,5,3,2,3,2,3,2,2,4,2,2,4,Neutral or Dissatisfied
17720,Female,39,Returning,Business,Business,3965,0,0.0,3,3,2,3,3,4,2,4,4,4,4,3,4,4,Satisfied
122494,Female,58,Returning,Business,Business,2235,0,0.0,3,3,3,5,3,2,5,2,5,2,2,3,2,2,Satisfied
90950,Male,36,First-time,Business,Economy,246,0,0.0,4,2,3,2,4,3,5,3,5,5,1,2,5,1,Neutral or Dissatisfied
111864,Male,17,First-time,Business,Economy,628,39,17.0,5,3,5,3,4,3,4,3,4,4,4,3,4,4,Neutral or Dissatisfied
104389,Male,20,First-time,Business,Economy,228,0,0.0,0,5,5,5,3,4,5,3,5,5,4,5,5,4,Satisfied
12278,Female,54,Returning,Business,Business,1994,0,0.0,3,3,4,5,3,5,5,5,4,5,5,3,5,3,Satisfied
111810,Male,34,Returning,Personal,Economy,349,8,12.0,3,2,4,2,4,3,2,5,2,2,3,2,2,3,Neutral or Dissatisfied
105766,Female,75,Returning,Business,Business,3680,0,0.0,4,4,5,1,4,4,2,4,5,2,4,4,4,4,Satisfied
34323,Female,22,First-time,Business,Economy,2454,14,28.0,3,3,1,2,4,3,5,4,5,5,4,2,5,4,Neutral or Dissatisfied
44480,Male,24,First-time,Business,Economy,692,0,0.0,2,2,2,2,3,4,4,2,4,4,3,2,4,3,Neutral or Dissatisfied
67928,Male,39,Returning,Personal,Economy,1431,48,50.0,5,1,3,1,1,3,5,4,2,2,4,1,2,3,Neutral or Dissatisfied
96138,Male,39,Returning,Business,Business,3548,2,0.0,2,2,4,4,2,4,5,4,3,2,4,2,4,4,Satisfied
54276,Male,34,Returning,Personal,Economy,1222,2,27.0,3,3,2,3,4,1,2,5,2,2,4,3,2,4,Neutral or Dissatisfied
43235,Male,57,Returning,Business,Business,347,0,32.0,2,4,2,4,2,3,4,3,3,1,3,3,3,3,Neutral or Dissatisfied
112787,Female,44,Returning,Business,Business,1129,0,0.0,4,4,3,4,4,5,5,5,5,4,5,4,5,5,Satisfied
24761,Female,23,Returning,Business,Business,3987,0,3.0,5,5,1,4,5,1,4,2,4,4,3,5,4,5,Satisfied
59218,Male,57,Returning,Personal,Economy,1440,0,0.0,5,1,5,1,5,3,4,5,4,4,5,1,4,5,Neutral or Dissatisfied
50298,Female,41,Returning,Business,Economy,308,0,0.0,4,4,2,5,4,1,5,1,5,5,2,5,5,4,Satisfied
